id,name,host_id,host_name,host_since,neighbourhood,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,review_scores_value
29145816,"B&B Room with Breakfast, Elevator & Free Parking",34889003,Louise,03-06-2015,Oud-Oost,Bed and breakfast,Private room,2,1,1,83,1,325,7,1,3.89,8
29147292,Luxurious completely renovated 2 floor apartment,219632588,Anniek,09-10-2018,Zuid,Apartment,Entire home/apt,4,2,2,350,2,82,4,1,2.5,9
29147326,One Bedroom Apartment in peaceful Zoutkeetsgracht,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,2,1,1,178,1,335,0,7,tt,0
29147642,Exquisite 1 Bedroom Apartment in one of the more charming neighbourhoods of Amsterdam,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,2,1,1,218,1,360,0,7,tt,0
29147887,Chic 1 Bedroom Apartment in Stunning Zoutkeetsgracht,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,2,1,1,218,1,360,0,7,tt,0
29148073,Elegant 1 Bedroom Apartment with Canal view in Zoutkeetsgracht,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,2,1,1,235,1,359,0,7,tt,0
29148151,Loft in Amsterdam centrum,3073305,Rozemyn,27-07-2012,Centrum-Oost,Apartment,Entire home/apt,3,3,1,300,4,21,0,1,tt,0
29148378,2 Bedroom apartment for 4 adults and 2 children in gorgeous Zoutkeetsgracht,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,4,2,3,313,1,329,1,7,1,10
29148615,Gorgeous 2-Bedroom Family Apartment with Canal view in Zoutkeetsgracht,219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,4,2,3,326,1,296,0,7,tt,0
29149503,Live the ultimate Amsterdam life in your very own Houseboat! - (90+ nights only),219618697,Yays Zoutkeetsgracht,09-10-2018,Westerpark,Aparthotel,Entire home/apt,2,1,1,222,1,364,0,7,tt,0
29150749,appartement in Amsterdamse stijl op de ideale plek,58781161,Astrid,14-02-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,2,1,70,2,1,2,1,2,6
29153039,Stylish and  modern apartment in Amsterdam,24924059,Maarten,17-12-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,0,1,150,2,178,1,1,0.54,0
29153135,Bright apartment near Rembrandt park,131653468,Mar,23-05-2017,Slotervaart,Apartment,Entire home/apt,2,1,1,145,10,79,3,1,1.91,10
29153253,Cozy Studio Centre next Dam Square,219676317,Benjamin,09-10-2018,Centrum-West,Apartment,Entire home/apt,4,0,1,200,3,5,1,1,0.63,10
29153989,Cozy Apartment in De Pijp,35589134,Sil,11-06-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,75,2,40,3,2,2.2,9
29154498,Central Station & Dam Square Stunning Apartment 5*,55308457,Carles,19-01-2016,Centrum-West,Condominium,Entire home/apt,4,2,2,198,2,355,5,1,3.26,10
29156361,Nice cozy room near metro to centre Amsterdam,24741855,Faiza,11-12-2014,Bijlmer-Oost,House,Private room,2,1,1,59,2,362,0,1,tt,0
29159472,✿ LGBT-Friendly Centralised Loft Suite ✿,6311579,H.K.M,09-05-2013,Centrum-West,Loft,Private room,2,1,1,145,3,340,4,4,2.61,10
29162746,Amsterdam Z/O,219713764,Sheena,09-10-2018,Bijlmer-Centrum,Apartment,Private room,2,1,1,50,1,82,0,1,tt,0
29167357,Beautiful light apartment in Amsterdam,22295439,Jade,08-10-2014,Slotervaart,Apartment,Private room,4,2,2,120,1,2,3,1,3,9
29168143,Gorgeous house with garden in Amsterdam,14916670,Bette,30-04-2014,Noord-West,House,Entire home/apt,4,3,3,115,6,17,0,1,tt,0
29168683,Beautiful Amsterdam canal view loft apartment,7312109,Emily,06-07-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,0,1,89,8,86,1,1,1,0
29169381,Cosy attic house on the canal,191876505,Alexandra,27-05-2018,Centrum-Oost,Apartment,Private room,2,1,1,120,2,41,0,1,tt,0
29170263,Newly renovated gorgeous apartment!,219806624,Joost,10-10-2018,Oud-Oost,Apartment,Entire home/apt,2,1,1,119,4,29,0,1,tt,0
29170503,Sarah,10726948,Sarah,20-12-2013,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,3,3,359,1,167,0,5,tt,0
29174186,Cozy apartment near Vondelpark and city center,17028825,Li,20-06-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,325,1,65,2,1,1.28,10
29174357,Spacious Central Cosy Apartment With Rooftop,176397431,Sjoerd,03-03-2018,Westerpark,Apartment,Private room,2,1,1,130,1,57,0,2,tt,0
29175007,Luxurious boutique studio apartment with garden,77332309,Jack & Semira,12-06-2016,De Aker - Nieuw Sloten,Apartment,Private room,2,1,1,99,1,345,1,1,1,10
29175151,Amsterdam Flowerhouse in the nicest neighborhood,210141946,Maruca,17-08-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,135,4,30,1,1,1,10
29175182,SSS: simple but satisfying studio,14482491,Stephan,19-04-2014,Geuzenveld - Slotermeer,Apartment,Entire home/apt,2,0,1,119,5,28,1,3,1,8
29175432,Large family house close to center! with garden,219841292,Teun,10-10-2018,Geuzenveld - Slotermeer,House,Entire home/apt,4,3,3,120,3,7,0,1,tt,0
29176969,Nice apartment in a good location,136102206,Amsterdam,20-06-2017,Westerpark,Apartment,Entire home/apt,3,1,3,209,1,74,4,2,3,9
29177376,City Centre Amsterdam 2 double bedroom loft,105199419,Bert,26-11-2016,Centrum-West,Apartment,Entire home/apt,2,2,2,198,1,20,9,1,5.87,9
29180173,Amsterdam tidy room near city center. 2.,217442757,Cemal,26-09-2018,Osdorp,Apartment,Private room,2,1,1,49,2,250,3,5,2.31,9
29181440,Spacious 3BR family rental next to Museum District,31540174,Isis,19-04-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,7,3,4,200,3,0,1,1,0.94,6
29181797,Peaceful apartment in Amsterdam West with parkview,219893481,Sydney,10-10-2018,Bos en Lommer,Apartment,Entire home/apt,4,2,2,250,2,24,4,1,2.55,9
29182351,Cosy canal view room center of Amsterdam,50836653,Barbara,08-12-2015,Centrum-Oost,Apartment,Private room,3,1,2,80,1,6,2,1,2,10
29183371,Cozy and quiet place near Amsterdam Center.,13881192,Michiel,04-04-2014,Slotervaart,Apartment,Entire home/apt,2,1,1,130,4,0,1,1,0.94,10
29184435,Beautiful (2bdr.) apartment in Oud-West Amsterdam,55394817,Nayomi,20-01-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,180,4,0,0,1,tt,0
29185711,★NEW Apartment @ CENTRE/WESTERPARK + 4 Free Bikes★,203247656,Rick,18-07-2018,Westerpark,Apartment,Entire home/apt,4,2,2,179,1,39,10,2,5.36,9
29196043,"Clean, cozy & spacious apartment with a balcony :)",9836045,Tobias,05-11-2013,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,100,5,256,0,1,tt,0
29196220,Amazing Apartment in De Pijp ( Center),191572998,Lu,25-05-2018,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,65,3,347,0,4,tt,0
29197078,WATER VILLA: Fantastic Family stay with SAUNA!,107745142,Oscar,19-12-2016,IJburg - Zeeburgereiland,Apartment,Entire home/apt,4,4,4,159,2,13,0,27,tt,0
29200001,Nice place Amsterdam,208174065,Tjee,08-08-2018,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,2,129,2,78,4,1,3,9
29203389,Cozy Place with Rooftop @ DamSquare,22108950,Jelle,04-10-2014,Centrum-West,Apartment,Entire home/apt,2,1,1,150,2,18,3,2,2.73,10
29203960,Modern 2-Bedroom Apartment Eastside,220022863,Short Stay Group Dapper Market,11-10-2018,Oud-Oost,Aparthotel,Entire home/apt,4,2,2,221,1,206,0,3,tt,0
29204250,Modern 1-Bedroom Apartment for 2 people in the heart of Dapper Market,220022863,Short Stay Group Dapper Market,11-10-2018,Oud-Oost,Aparthotel,Entire home/apt,2,1,1,161,1,200,0,3,tt,0
29204420,Modern 1-Bedroom Apartment Eastside,220022863,Short Stay Group Dapper Market,11-10-2018,Oud-Oost,Aparthotel,Entire home/apt,2,1,1,139,1,206,0,3,tt,0
29208907,Cosy Room in Premium Central District,6311579,H.K.M,09-05-2013,Centrum-West,Barn,Private room,2,1,1,85,3,134,6,4,3.83,9
29209224,Cosy Appartment in Amsterdam-West with big Balcony,220078321,Timothyyy,11-10-2018,Osdorp,Apartment,Entire home/apt,8,3,4,49,1,98,13,2,6.84,8
29209897,Bright&Beautiful| Renovated | Luxurious| W Balcony,134257345,Loes,09-06-2017,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,149,7,319,0,1,tt,0
29210795,Lovely spacious house with free parking,220091196,Sebastiaan,11-10-2018,De Aker - Nieuw Sloten,House,Entire home/apt,3,2,2,89,2,17,2,1,1.15,10
29212801,Private studio in central located family townhouse,14970026,Ethel,01-05-2014,Watergraafsmeer,Guest suite,Private room,2,0,2,67,1,114,8,1,7.06,10
29213441,Yours for the weekend :),220108542,Marco,11-10-2018,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,99,2,56,0,1,tt,0
29222263,Pipowagon on wheels,711896,La Bella,17-06-2011,Noord-Oost,Camper/RV,Private room,3,1,1,35,2,24,0,3,tt,0
29228456,Great apartment for 4 guests with balcony!!,207083204,Evert,03-08-2018,Oud-Oost,Apartment,Entire home/apt,4,1,2,125,2,66,6,2,3.6,9
29230120,Light and modern studio in Jordaan area,94786135,Renate,12-09-2016,Westerpark,Apartment,Entire home/apt,2,0,2,106,2,3,1,1,1,10
29230730,"Lovely House, quiet neighbourhood near the centre",40008963,Ruben,30-07-2015,IJburg - Zeeburgereiland,House,Entire home/apt,2,1,1,100,2,56,1,1,0.73,10
29233732,Cozy appartment near Amstel river,97544493,Marc,01-10-2016,Oud-Oost,Apartment,Entire home/apt,2,1,1,175,2,32,2,1,1.28,10
29233937,"Private studio apartment in ""The Hallen"" quarter",220235098,Pipin,12-10-2018,De Baarsjes - Oud-West,Condominium,Entire home/apt,2,0,1,150,2,12,12,1,9.47,9
29234913,Great apartment with sunshine!,1725242,Tolga,09-02-2012,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,99,10,179,0,3,tt,0
29236471,Studio in the historical city centre,199425563,Pat,02-07-2018,Centrum-West,Apartment,Entire home/apt,2,0,1,99,3,7,5,1,3,8
29237062,Perfect Vibes | Balcony - Top Chill Spot |,65859990,Martijn,05-04-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,97,2,7,3,208,2.81,10
29251403,Small Room Herisson,29722553,Yannick,21-03-2015,Centrum-Oost,Bed and breakfast,Private room,2,1,1,80,3,128,2,2,2,10
29254505,Clean room near city center b,217442757,Cemal,26-09-2018,Osdorp,Apartment,Private room,2,1,1,49,2,323,5,5,3.41,8
29254983,Clean & cosy room in a comfortable 90m2 apartment,23950373,Thomas,19-11-2014,Slotervaart,Apartment,Private room,2,1,1,69,2,48,4,2,2.4,10
29256162,Designer loft with garden in the centre.,5825345,Pim,08-04-2013,De Baarsjes - Oud-West,Loft,Entire home/apt,2,1,1,200,2,189,3,1,2.09,9
29256975,Private Small Cozy Place,105404474,Stefan,28-11-2016,Zuid,Loft,Entire home/apt,2,1,1,75,2,37,2,1,2,6
29258934,"Privékamer, eigen opgang,  bijzonder pand  IJburg",44051824,Brigitte,13-09-2015,IJburg - Zeeburgereiland,House,Private room,2,0,1,60,2,133,4,1,3.53,10
29259349,Clean room near city center c,217442757,Cemal,26-09-2018,Osdorp,Apartment,Private room,2,1,1,49,2,348,3,5,2.31,9
29260652,Luxurious 70m2/750 sqft apartment in quiet street,1185233,Ernst,20-09-2011,Oud-Oost,Apartment,Entire home/apt,2,1,1,130,4,23,1,1,1,10
29266723,Nice Apartment only 10 minutes from City Center,151350824,Alfons,20-09-2017,Oud-Noord,Apartment,Entire home/apt,2,1,1,135,2,0,3,1,2.43,9
29267968,The Rembrandt Apartment (City Center!),220501640,Sil,14-10-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,399,2,39,8,1,5.71,9
29268359,Big Room Herisson,29722553,Yannick,21-03-2015,Centrum-Oost,Bed and breakfast,Private room,2,1,1,80,3,159,4,2,2.4,10
29269509,Cozy and stylish flat with views to Westerpark,55708780,Dopazo,22-01-2016,Westerpark,Apartment,Entire home/apt,3,1,1,150,4,11,2,1,1.87,10
29269901,"Clean, comfortable 90m2 apartment",23950373,Thomas,19-11-2014,Slotervaart,Apartment,Entire home/apt,4,2,2,139,3,9,1,2,1,10
29271303,"Spacious, cosy family house with Christmas tree!",59142686,Femke,17-02-2016,Bos en Lommer,Apartment,Entire home/apt,4,3,3,219,4,145,0,1,tt,0
29272315,Christmas in  Cosy  Bright Big apartment by Amstel,218099270,Helene,30-09-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,3,200,3,6,1,2,0.88,8
29273223,Nice flat with balcony. All- in and netflix-tv,220523078,Ali,14-10-2018,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,2,99,21,0,0,1,tt,0
29273308,Rembrandtplein View Amsterdam,220517999,Johan,14-10-2018,Centrum-Oost,Apartment,Entire home/apt,6,3,4,350,2,6,1,1,1,8
29274599,Studio in Amsterdam with beautiful canal view,96805269,Laura,26-09-2016,Centrum-West,Apartment,Entire home/apt,4,0,1,108,3,7,1,1,0.73,0
29275106,"Luxurious, brand new & spacious 5* oasis-3 storeys",9904162,Lorin,09-11-2013,Buitenveldert - Zuidas,Townhouse,Entire home/apt,4,3,3,250,2,8,2,1,1.82,9
29275599,Luxurious artistic studio close to the city centre,46765146,Gerwin,17-10-2015,Westerpark,Apartment,Entire home/apt,2,0,2,95,3,146,3,2,2.73,10
29275952,Quiet holiday stay in nature Gaasperplas,66608213,Marit,10-04-2016,Gaasperdam - Driemond,Condominium,Entire home/apt,2,1,1,50,20,67,3,1,1.8,10
29276441,Amsterdam tidy room near city center 3,217442757,Cemal,26-09-2018,Osdorp,Apartment,Private room,2,1,1,59,2,230,0,5,tt,0
29277295,Charming house in very lively/central location,15039123,Leonoor,03-05-2014,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,3,2,1,160,2,14,0,1,tt,0
29279075,Central Amsterdam Apartment,31291634,Menno,15-04-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,149,1,20,5,1,4.29,10
29279313,Jan Hanzenstraat 27 - 3,84743960,Marco,19-07-2016,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,58,3,2,3,1,1.73,10
29279400,Spacious 4p app next to red light disctrict,220588814,Lindsay,14-10-2018,Centrum-Oost,Apartment,Entire home/apt,4,2,2,250,2,7,3,1,2.25,10
29281138,Room 10min  from the central station of Amsterdam!,110657823,Jefferson Y Alejandra,09-01-2017,Oud-Noord,Apartment,Private room,2,1,1,95,2,85,1,2,1,6
29289442,DE PIJP LUXURY 2 BEDROOM BOUTIQUE APT 7,76104209,Rated,06-06-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,3,500,5,179,0,83,tt,0
29290651,100 sqm apartment in Amsterdam East,6406029,Anne,15-05-2013,Oud-Oost,Apartment,Entire home/apt,4,2,2,170,4,33,3,1,3,7
29294441,Apartment Nine Streets,220684978,Matthijs,15-10-2018,Centrum-West,Apartment,Entire home/apt,4,2,2,350,2,65,4,1,2.61,9
29296304,Luxury family house in superb area Amsterdam,18472447,Nina,20-07-2014,Buitenveldert - Zuidas,Townhouse,Entire home/apt,5,3,5,320,2,25,0,1,tt,0
29297036,Light Design Apartment Ams West,6053415,Matthijs,23-04-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,140,2,0,5,2,3.33,9
29297504,Central APT w/ WiFi + Roof Terrace @ De Pijp,49154714,Reiner,16-11-2015,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,0,1,109,5,14,1,6,1,10
29298781,Lovely retro room with private bathroom,2342196,Kes,10-05-2012,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,85,2,162,5,1,3.26,9
29299745,Spacious riverside appartment & garden in centre,36895723,Caroline,27-06-2015,Centrum-Oost,Apartment,Entire home/apt,4,2,2,200,1,321,7,1,5.12,9
29301356,Amsterdam home with a garden,35231070,Margot,07-06-2015,Zuid,Apartment,Entire home/apt,2,1,1,120,2,21,1,1,1,10
29301527,Cosy apartment in upcoming Amsterdam North,167768480,Emma,14-01-2018,Noord-West,Apartment,Entire home/apt,4,2,2,250,3,53,0,1,tt,0
29301817,New 2 Bedroom Family Apartment in the Eastern Docklands District,220711664,Short Stay Group Eastern Docklands,15-10-2018,Oostelijk Havengebied - Indische Buurt,Aparthotel,Entire home/apt,4,2,3,221,1,354,0,4,tt,0
29302090,Studio for students,218294735,Bianca,01-10-2018,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,3,0,1,130,1,73,2,6,1.13,4
29302172,Modern and new 1 Bedroom Wheelchair-friendly Apartment in Eastern Docklands,220711664,Short Stay Group Eastern Docklands,15-10-2018,Oostelijk Havengebied - Indische Buurt,Aparthotel,Entire home/apt,4,2,2,225,1,331,0,4,tt,0
29302385,New one Bedroom Apartment in the Eastern Docklands District,220711664,Short Stay Group Eastern Docklands,15-10-2018,Centrum-Oost,Aparthotel,Entire home/apt,4,1,2,225,1,337,0,4,tt,0
29302592,Modern and new 2 bedroom apartment in the Eastern Docklands,220711664,Short Stay Group Eastern Docklands,15-10-2018,Oostelijk Havengebied - Indische Buurt,Aparthotel,Entire home/apt,6,2,2,225,1,338,1,4,1,10
29302640,DE PIJP BOUTIQUE APT FOR  COMFORT SEEKING TRAVELER,76104209,Rated,06-06-2016,De Pijp - Rivierenbuurt,Serviced apartment,Entire home/apt,4,2,3,500,7,364,0,83,tt,0
29303386,Spacious apartment with metrostop with freeparking,172145635,Dan,07-02-2018,Bijlmer-Oost,Apartment,Entire home/apt,6,2,3,160,4,110,1,1,1,10
29304751,Cozy Amsterdam Family house,6012116,Annelous,20-04-2013,Oud-Noord,House,Entire home/apt,4,2,3,140,2,66,0,1,tt,0
29304841,Private studio for students,218294735,Bianca,01-10-2018,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,3,0,1,250,1,3,0,6,tt,0
29305538,Apartment overlooking the Amsterdam canals,665491,Karlijn,05-06-2011,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,3,5,98,45,0,0,1,tt,0
29306375,Studio met uitzicht over Amsterdam,46290094,Karin,11-10-2015,Bos en Lommer,Apartment,Entire home/apt,2,0,2,98,2,48,1,1,0.73,8
29306416,Centrally Located Comfortable New Apartment!,220763216,Eline,15-10-2018,Centrum-West,Apartment,Private room,4,2,2,160,3,13,2,1,2,9
29306593,Cozy room in bright canal-side apartment,17841111,Felicity And Michael,08-07-2014,Bos en Lommer,Apartment,Private room,2,1,1,94,2,71,2,2,1.5,9
29306697,Amsterdam west baarsjes,220771740,Stefanie,15-10-2018,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,99,1,36,4,1,2.55,10
29307344,Trendy apartment which will make you feel at home!,27951211,Eelke & Erwin,18-02-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,120,1,0,4,1,3,10
29307841,Very light apartment at Westerpark and Jordaan,74239531,Marcel,27-05-2016,Westerpark,Apartment,Entire home/apt,2,0,1,120,3,13,4,1,3.75,10
29308144,Nice appartment in upcoming neighberhood Amsterdam,220775591,Shinta,15-10-2018,Centrum-Oost,Apartment,Entire home/apt,2,1,1,139,1,51,1,1,0.91,8
29309186,4p apartment | Trendy | Good public transport,12855388,Tom,06-03-2014,Zuid,Loft,Entire home/apt,2,2,2,200,2,52,2,1,1.3,10
29310349,Sailing Yacht in pitoresque historical area,21552532,Salvoandrea,20-09-2014,Oud-Noord,Boat,Private room,4,1,3,150,2,262,4,1,2.61,6
29318277,Comfy apartment with garden&greenhouse,10410582,Michiel,03-12-2013,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,129,2,68,1,2,1,10
29321992,Private room Amsterdam,13997215,Rienk,07-04-2014,Bos en Lommer,Apartment,Private room,1,1,1,75,1,52,0,2,tt,0
29322058,Private Apartment with Canal-View @ Amsterdam-West,5490364,Kurt,16-03-2013,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,90,1,11,3,1,2.57,9
29322704,"Knusse, gezellige kamer met balkon",220896301,Dewi,16-10-2018,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,150,1,50,1,1,0.6,0
29323686,Great central located apartment with comfort,14225239,Jael,13-04-2014,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,108,3,10,4,1,3.33,10
29323921,Spectacular Home with Private Garden in Old South,4170370,Rachel,16-11-2012,Zuid,Apartment,Entire home/apt,3,1,1,155,2,48,1,1,1,10
29325099,ELEGANCE IN MIDDLE OF THE VIBRANT LEIDSEPLEIN AREA,76104209,Rated,06-06-2016,Centrum-Oost,Serviced apartment,Entire home/apt,4,2,5,450,7,364,0,83,tt,0
29325625,Amazing spacious Apt  **15min to CITY CENTER**,207767260,Noah,06-08-2018,Slotervaart,Apartment,Entire home/apt,3,1,2,89,1,40,2,2,2,9
29325651,Authentic stylish appartment with a view,59877255,Ruth,22-02-2016,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,2,150,2,20,8,1,5.22,8
29329273,Cozy apartment walking distance Central Station,105428670,Sara,28-11-2016,Oud-Noord,Apartment,Entire home/apt,3,1,1,100,3,7,4,1,2.86,10
29331638,Double room in an apartment close to Vondel Park,127797986,Alberto,27-04-2017,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,100,1,3,0,1,tt,0
29338143,Beautiful apartment canal view Jordaan,21496034,Eduardo,18-09-2014,Centrum-West,Apartment,Private room,3,2,2,150,2,19,0,1,tt,0
29339900,Farm Fronthouse,188082999,Linda & Arjan,06-05-2018,IJburg - Zeeburgereiland,Apartment,Entire home/apt,5,1,6,130,1,162,0,1,tt,0
29346268,Serenity by the water,11966227,Shehab,05-02-2014,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,99,2,155,7,1,5.38,8
29348017,Large Modern Apartment near Amsterdam Forest,1185852,Annie,20-09-2011,Buitenveldert - Zuidas,Guest suite,Entire home/apt,2,1,1,100,2,162,1,1,1,10
29350469,Spacious family house,10116811,Maaike,19-11-2013,Noord-West,Townhouse,Entire home/apt,6,3,8,200,3,65,0,2,tt,0
29350490,Green paradise for 4 in Oud-West (Amsterdam)!,2746974,Marijn,26-06-2012,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,599,1,1,0,1,tt,0
29353950,Spacious and light apt in popular Amsterdam East,8338825,Anneloes,23-08-2013,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,100,2,8,5,2,5,9
29355982,Lovely Private Room in Trendy Amsterdam-East Home,221155621,Shay,17-10-2018,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,79,2,54,5,1,3.57,9
29362069,Charmingly-Beautiful 2 Bedroom Apartment |Balcony|,65859990,Martijn,05-04-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,2,170,2,0,6,208,6,9
29372226,"Bright, charming and new appartment",49787717,Imke,24-11-2015,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,105,3,0,4,2,3.64,9
29379513,Stay right by Vondelpark in spacious 2-bedroom apt,7986155,Daniel,06-08-2013,Zuid,Apartment,Entire home/apt,4,2,2,150,4,38,0,1,tt,0
29380413,Apartment in the heart of Amsterdam center!!,220047674,Ismail,11-10-2018,Centrum-West,Apartment,Entire home/apt,4,1,3,200,2,13,2,1,1.58,9
29386557,Lovely Canal Apartment close to Central station,19575310,Ryan,06-08-2014,Centrum-West,House,Entire home/apt,2,1,1,159,2,9,1,1,0.94,10
29389885,Cozy bright corner apartment,54610484,Annelieke,14-01-2016,Oud-Oost,Apartment,Entire home/apt,2,1,1,95,2,22,0,1,tt,0
29389947,"Ideaal gelegen, mooi appartement in Centrum Oost",5996778,Jumoke,19-04-2013,Centrum-Oost,Condominium,Entire home/apt,3,1,2,80,6,86,0,1,tt,0
29390941,Unique designer apartment in central Amsterdam,6556556,Onur,24-05-2013,Westerpark,Apartment,Entire home/apt,3,1,1,179,2,2,0,1,tt,0
29392439,Cosy apartment the Pijp,221426324,Leonardo,18-10-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,120,2,48,4,1,2.45,9
29392478,Nice studio close to city centre,146513345,Moulay,17-08-2017,Bos en Lommer,Apartment,Entire home/apt,2,0,1,110,3,0,5,1,3.19,8
29401562,Private apartment close to Amstel & Rai,175450855,Pien,26-02-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,95,5,66,1,2,1,10
29403228,Amsterdam Spacious Modern 2 Person Appartment,9482781,Nanning,17-10-2013,Westerpark,Loft,Entire home/apt,2,1,1,150,3,184,2,2,2,10
29404381,Luxury Apartment in the Heart of the City,25253393,F. Oya,27-12-2014,Centrum-Oost,Apartment,Entire home/apt,4,2,4,239,3,4,3,4,3,9
29405408,"Light, urban jungle house in Amsterdam Westerpark",8071348,Karlijn,10-08-2013,Westerpark,Apartment,Entire home/apt,4,2,2,220,4,10,2,1,2,9
29405507,Big and bright apartment in a local neighborhood,99074277,Adrienne,10-10-2016,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,2,2,130,2,29,0,1,tt,0
29407042,Monumental  Canal apartment in center,221518501,Ray,19-10-2018,Centrum-West,Apartment,Entire home/apt,4,2,2,400,7,313,0,2,tt,0
29407091,Typical dutch apartment in the heart of Jordaan,29146288,Penelope,11-03-2015,Centrum-West,Apartment,Entire home/apt,4,1,2,155,1,160,2,1,1.43,0
29407273,Modern two bedroom apartment not far from center.,4573337,Edo,03-01-2013,Bos en Lommer,Apartment,Entire home/apt,4,2,2,100,3,0,0,1,tt,0
29407363,Spacious family appartment (160 m2) with rooftop,12677835,Vincent,28-02-2014,Watergraafsmeer,House,Entire home/apt,4,3,3,200,3,23,1,1,1,0
29407646,The monument city centre canal view apartment,221518501,Ray,19-10-2018,Centrum-West,Apartment,Entire home/apt,4,2,2,400,7,348,0,2,tt,0
29408175,Master Bedroom in Bright and Clean Apartment,221530245,Philip,19-10-2018,Osdorp,Apartment,Private room,2,1,1,60,3,6,1,1,1,8
29409111,Private studio in Amsterdam,49855970,Aydin,25-11-2015,Osdorp,Apartment,Entire home/apt,4,0,2,90,1,36,5,1,3.57,10
29409296,"Very light, renovated apartment!",25574832,Jasper,04-01-2015,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,110,2,26,2,1,2,8
29409581,2 Bedroom apartment in Amsterdam South,142427584,Jeroen,25-07-2017,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,4,180,2,5,2,1,2,10
29411108,Really nice apartment in the heart of the Pijp.,221550451,Ralph,19-10-2018,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,1,1,220,2,0,2,1,2,6
29413653,Happy holidays in Amsterdam,221569896,Kate,19-10-2018,Bos en Lommer,Apartment,Entire home/apt,4,1,2,108,1,23,6,1,6,9
29425582,Stylish apartment with stunning view!,175310330,Darios,25-02-2018,De Aker - Nieuw Sloten,Apartment,Entire home/apt,2,1,1,80,3,11,1,1,1,10
